Time Norm Re(ACF(t)) Im(ACF(t) |ACF(t)| Re(Extra) Im(Extra) |Extra| Sum(HEhr) Pop1 Pop2 Pop1+Pop2 Pop2-Pop1
  0.33750000E+000  0.79988147E+001 -0.24801048E+000  0.12247041E+000  0.27660116E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39819957E+004  0.21937936E+001  0.58050211E+001  0.79988147E+001 -0.36112275E+001
  0.34500000E+000  0.79987935E+001  0.27092774E+000 -0.51752858E-001  0.27582639E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39821995E+004  0.21942479E+001  0.58045456E+001  0.79987935E+001 -0.36102977E+001
  0.35250000E+000  0.79987608E+001 -0.27417972E+000 -0.22645471E-001  0.27511331E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39825423E+004  0.21943052E+001  0.58044556E+001  0.79987608E+001 -0.36101505E+001
  0.36000000E+000  0.79987207E+001  0.25752732E+000  0.95251781E-001  0.27457826E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39829445E+004  0.21940084E+001  0.58047123E+001  0.79987207E+001 -0.36107039E+001
  0.36750000E+000  0.79986795E+001 -0.22205654E+000 -0.16055351E+000  0.27401923E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39832875E+004  0.21933770E+001  0.58053025E+001  0.79986795E+001 -0.36119255E+001
  0.37500000E+000  0.79986290E+001  0.17042280E+000  0.21356624E+000  0.27322971E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39835086E+004  0.21923977E+001  0.58062314E+001  0.79986290E+001 -0.36138337E+001
  0.38250000E+000  0.79985738E+001 -0.10666446E+000 -0.25046259E+000  0.27222935E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39836568E+004  0.21910495E+001  0.58075244E+001  0.79985738E+001 -0.36164749E+001
  0.39000000E+000  0.79985212E+001  0.35702306E-001  0.26887774E+000  0.27123771E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39838546E+004  0.21893074E+001  0.58092138E+001  0.79985212E+001 -0.36199063E+001
  0.39750000E+000  0.79984686E+001  0.37180446E-001 -0.26793567E+000  0.27050306E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39841816E+004  0.21871591E+001  0.58113095E+001  0.79984686E+001 -0.36241505E+001
  0.40500000E+000  0.79984185E+001 -0.10680587E+000  0.24812106E+000  0.27013248E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39845014E+004  0.21846118E+001  0.58138068E+001  0.79984185E+001 -0.36291950E+001
  0.41250000E+000  0.79983637E+001  0.16847062E+000 -0.21100424E+000  0.27000951E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39846724E+004  0.21817089E+001  0.58166548E+001  0.79983637E+001 -0.36349459E+001
  0.42000000E+000  0.79983111E+001 -0.21804934E+000  0.15911427E+000  0.26993123E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39847281E+004  0.21785496E+001  0.58197615E+001  0.79983111E+001 -0.36412119E+001
  0.42750000E+000  0.79982554E+001  0.25219756E+000 -0.95993208E-001  0.26984867E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39846868E+004  0.21752473E+001  0.58230082E+001  0.79982554E+001 -0.36477609E+001
  0.43500000E+000  0.79982005E+001 -0.26860362E+000  0.25993676E-001  0.26985844E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39848354E+004  0.21719123E+001  0.58262882E+001  0.79982005E+001 -0.36543758E+001
  0.44250000E+000  0.79981169E+001  0.26603642E+000  0.45973641E-001  0.26997954E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39851907E+004  0.21685956E+001  0.58295214E+001  0.79981169E+001 -0.36609258E+001
  0.45000000E+000  0.79980516E+001 -0.24442568E+000 -0.11469098E+000  0.26999618E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39854439E+004  0.21653241E+001  0.58327275E+001  0.79980516E+001 -0.36674033E+001
  0.45750000E+000  0.79980042E+001  0.20500081E+000  0.17494833E+000  0.26950371E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39857545E+004  0.21620433E+001  0.58359609E+001  0.79980042E+001 -0.36739176E+001
  0.46500000E+000  0.79979454E+001 -0.15052167E+000 -0.22203893E+000  0.26825000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39858203E+004  0.21585958E+001  0.58393496E+001  0.79979454E+001 -0.36807539E+001
  0.47250000E+000  0.79978775E+001  0.85145228E-001  0.25239944E+000  0.26637415E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39856696E+004  0.21548356E+001  0.58430419E+001  0.79978775E+001 -0.36882063E+001
  0.48000000E+000  0.79978004E+001 -0.13953334E-001 -0.26402531E+000  0.26439376E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39855135E+004  0.21506049E+001  0.58471954E+001  0.79978004E+001 -0.36965905E+001
  0.48750000E+000  0.79977286E+001 -0.57692283E-001  0.25644244E+000  0.26285190E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39852677E+004  0.21457831E+001  0.58519455E+001  0.79977286E+001 -0.37061624E+001
  0.49500000E+000  0.79976549E+001  0.12450878E+000 -0.23052264E+000  0.26199833E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39853162E+004  0.21402827E+001  0.58573723E+001  0.79976549E+001 -0.37170896E+001
  0.50250000E+000  0.79975857E+001 -0.18173172E+000  0.18834311E+000  0.26172418E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39855262E+004  0.21341524E+001  0.58634333E+001  0.79975857E+001 -0.37292809E+001
  0.51000000E+000  0.79975381E+001  0.22548301E+000 -0.13289822E+000  0.26173369E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39856979E+004  0.21275310E+001  0.58700071E+001  0.79975381E+001 -0.37424761E+001
  0.51750000E+000  0.79975296E+001 -0.25269118E+000  0.68002708E-001  0.26168149E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39859793E+004  0.21205885E+001  0.58769411E+001  0.79975296E+001 -0.37563526E+001
  0.52500000E+000  0.79975637E+001  0.26142249E+000  0.17401282E-002  0.26142829E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.39860695E+004  0.21134507E+001  0.58841130E+001  0.79975637E+001 -0.37706623E+001
