Time Norm Re(ACF(t)) Im(ACF(t)) |ACF(t)| Re(Extra) Im(Extra) |Extra| Sum(HEhr) Pop1 Pop2 Pop1+Pop2 Pop2-Pop1
 
 
  0.00000000E+000  0.99988656E+000  0.99988656E+000 -0.13877788E-016  0.99988656E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.38600215E+004  0.99988656E+000  0.00000000E+000  0.99988656E+000  0.99988656E+000
  0.75000000E-002  0.10002298E+001 -0.96467651E+000 -0.25353369E+000  0.99743677E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.38569262E+004  0.10001735E+001  0.56247341E-004  0.10002298E+001  0.10001173E+001
  0.15000000E-001  0.10003588E+001  0.86343639E+000  0.49039983E+000  0.99298257E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.38562623E+004  0.10001348E+001  0.22397040E-003  0.10003588E+001  0.99991087E+000
  0.22500000E-001  0.10004160E+001 -0.70284673E+000 -0.69297718E+000  0.98702123E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.38569294E+004  0.99991524E+000  0.50076981E-003  0.10004160E+001  0.99941447E+000
  0.30000000E-001  0.10004507E+001  0.49451533E+000  0.84795683E+000  0.98161917E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.38578821E+004  0.99956534E+000  0.88534149E-003  0.10004507E+001  0.99868000E+000
  0.37500000E-001  0.10004751E+001 -0.25379754E+000 -0.94397145E+000  0.97749439E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.38578604E+004  0.99910065E+000  0.13744415E-002  0.10004751E+001  0.99772621E+000
  0.45000000E-001  0.10004981E+001 -0.26784419E-002  0.97383403E+000  0.97383772E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.38564110E+004  0.99853030E+000  0.19678463E-002  0.10004981E+001  0.99656245E+000
  0.52500000E-001  0.10005196E+001  0.25720721E+000 -0.93555433E+000  0.97026669E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.38559386E+004  0.99785601E+000  0.26636260E-002  0.10005196E+001  0.99519239E+000
  0.60000000E-001  0.10005422E+001 -0.49219614E+000  0.83179024E+000  0.96650507E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.38563208E+004  0.99708167E+000  0.34605137E-002  0.10005422E+001  0.99362116E+000
  0.67500000E-001  0.10005650E+001  0.69162033E+000 -0.67020351E+000  0.96307394E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.38569240E+004  0.99620967E+000  0.43553585E-002  0.10005650E+001  0.99185431E+000
  0.75000000E-001  0.10005851E+001 -0.84163899E+000  0.46259742E+000  0.96039188E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.38570458E+004  0.99523803E+000  0.53471145E-002  0.10005851E+001  0.98989092E+000
  0.82500000E-001  0.10006031E+001  0.93174571E+000 -0.22385940E+000  0.95826046E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.38567536E+004  0.99416830E+000  0.64348257E-002  0.10006031E+001  0.98773348E+000
