Time Norm Re(ACF(t)) Im(ACF(t)) |ACF(t)| Re(Extra) Im(Extra) |Extra| Sum(HEhr) Pop1 Pop2 Pop1+Pop2 Pop2-Pop1
 
 
  0.00000000E+000  0.99982156E+000  0.99982156E+000 -0.43368087E-016  0.99982156E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.37175474E+004  0.99982156E+000  0.00000000E+000  0.99982156E+000  0.99982156E+000
  0.25000000E-002  0.10000409E+001  0.88224868E+000 -0.46939167E+000  0.99934542E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.37160852E+004  0.10000347E+001  0.62471049E-005  0.10000409E+001  0.10000284E+001
  0.50000000E-002  0.10002598E+001  0.55814947E+000 -0.82726087E+000  0.99794357E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.37146381E+004  0.10002349E+001  0.24968440E-004  0.10002598E+001  0.10002099E+001
  0.75000000E-002  0.10004783E+001  0.10559031E+000 -0.99060195E+000  0.99621360E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.37132032E+004  0.10004222E+001  0.56107875E-004  0.10004783E+001  0.10003661E+001
  0.10000000E-001  0.10006963E+001 -0.36932258E+000 -0.92368382E+000  0.99478187E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.37117761E+004  0.10005968E+001  0.99568407E-004  0.10006963E+001  0.10004972E+001
  0.12500000E-001  0.10009139E+001 -0.75757988E+000 -0.64348123E+000  0.99397956E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.37103869E+004  0.10007586E+001  0.15527795E-003  0.10009139E+001  0.10006034E+001
  0.15000000E-001  0.10011311E+001 -0.97026841E+000 -0.21444465E+000  0.99368370E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.37090085E+004  0.10009078E+001  0.22321901E-003  0.10011311E+001  0.10006846E+001
  0.17500000E-001  0.10013478E+001 -0.95746210E+000  0.26474859E+000  0.99339091E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.37075046E+004  0.10010444E+001  0.30338744E-003  0.10013478E+001  0.10007410E+001
  0.20000000E-001  0.10015640E+001 -0.72103009E+000  0.68202912E+000  0.99249590E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.37058011E+004  0.10011683E+001  0.39575660E-003  0.10015640E+001  0.10007725E+001
  0.22500000E-001  0.10017799E+001 -0.31662626E+000  0.93867402E+000  0.99063671E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.37041041E+004  0.10012796E+001  0.50021472E-003  0.10017799E+001  0.10007794E+001
  0.25000000E-001  0.10019951E+001  0.15924565E+000  0.97499019E+000  0.98790943E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.37026766E+004  0.10013785E+001  0.61665428E-003  0.10019951E+001  0.10007618E+001
  0.27500000E-001  0.10022099E+001  0.59448464E+000  0.78516110E+000  0.98482990E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.37013640E+004  0.10014648E+001  0.74513918E-003  0.10022099E+001  0.10007196E+001
