Time Norm Re(ACF(t)) Im(ACF(t)) |ACF(t)| Re(Extra) Im(Extra) |Extra| Sum(HEhr) Pop1 Pop2 Pop1+Pop2 Pop2-Pop1
 
 
  0.00000000E+000  0.99989304E+000  0.99989304E+000 -0.13877788E-016  0.99989304E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.22033174E+004  0.99989304E+000  0.00000000E+000  0.99989304E+000  0.99989304E+000
  0.75000000E-002  0.10165661E+001  0.10824018E+000 -0.99917961E+000  0.10050253E+001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.20713649E+004  0.10165090E+001  0.57092754E-004  0.10165661E+001  0.10164519E+001
  0.15000000E-001  0.10222535E+001 -0.98172598E+000 -0.21738400E+000  0.10055057E+001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.20266658E+004  0.10220249E+001  0.22861882E-003  0.10222535E+001  0.10217963E+001
  0.22500000E-001  0.10241663E+001 -0.32203947E+000  0.94808958E+000  0.10012908E+001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.20113250E+004  0.10236515E+001  0.51485465E-003  0.10241663E+001  0.10231366E+001
  0.30000000E-001  0.10248709E+001  0.90053771E+000  0.42422640E+000  0.99545778E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.20066807E+004  0.10239600E+001  0.91088748E-003  0.10248709E+001  0.10230491E+001
  0.37500000E-001  0.10245089E+001  0.52132237E+000 -0.84085748E+000  0.98935247E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.20155920E+004  0.10230518E+001  0.14571301E-002  0.10245089E+001  0.10215946E+001
  0.45000000E-001  0.10252642E+001 -0.77179457E+000 -0.61260965E+000  0.98537173E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.20114141E+004  0.10232085E+001  0.20557104E-002  0.10252642E+001  0.10211528E+001
  0.52500000E-001  0.10255468E+001 -0.69585433E+000  0.69201030E+000  0.98137226E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.20114388E+004  0.10227509E+001  0.27958588E-002  0.10255468E+001  0.10199551E+001
  0.60000000E-001  0.10254454E+001  0.60510563E+000  0.77070777E+000  0.97986902E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.20141937E+004  0.10218224E+001  0.36230361E-002  0.10254454E+001  0.10181993E+001
  0.67500000E-001  0.10259421E+001  0.83477446E+000 -0.51130209E+000  0.97891687E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.20148704E+004  0.10213913E+001  0.45507302E-002  0.10259421E+001  0.10168406E+001
  0.75000000E-001  0.10260111E+001 -0.41125549E+000 -0.88801310E+000  0.97862063E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.20079762E+004  0.10204069E+001  0.56042537E-002  0.10260111E+001  0.10148026E+001
  0.82500000E-001  0.10250428E+001 -0.92812431E+000  0.30677357E+000  0.97750947E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.20157889E+004  0.10182658E+001  0.67770791E-002  0.10250428E+001  0.10114887E+001
