Time Norm Re(ACF(t)) Im(ACF(t)) |ACF(t)| Re(Extra) Im(Extra) |Extra| Sum(HEhr) Pop1 Pop2 Pop1+Pop2 Pop2-Pop1 
 

0.000000000000000000e+00 1.106338470966075516e+00 1.106338470966075516e+00 -2.998213002918508719e-17 1.106338470966075516e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.962265502687186654e+03 1.106338470966075516e+00 0.000000000000000000e+00 1.106338470966075516e+00 1.106338470966075516e+00
2.500000000000000052e-03 9.999224300000000287e-01 8.822071350000000312e-01 -4.693389700000000220e-01 9.992839949999999805e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.581787000000000262e+03 9.999161850000000129e-01 6.247172999999999556e-06 9.999224300000000287e-01 9.999099399999999971e-01
5.000000000000000104e-03 1.000022940000000027e+00 5.581276500000000862e-01 -8.271253499999999814e-01 9.978190300000000512e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.580619050000000243e+03 9.999979599999999635e-01 2.496219399999999989e-05 1.000022940000000027e+00 9.999730000000000008e-01
7.499999999999999722e-03 1.000123199999999990e+00 1.056661599999999951e-01 -9.904092099999999288e-01 9.960299900000000317e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.579474250000000211e+03 1.000067150000000016e+00 5.607760549999999826e-05 1.000123199999999990e+00 1.000011070000000002e+00
1.000000000000000021e-02 1.000223300000000037e+00 -3.691120350000000050e-01 -9.235193950000000207e-01 9.945510399999999418e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.578341349999999693e+03 1.000123799999999896e+00 9.950941749999999753e-05 1.000223300000000037e+00 1.000024290000000038e+00
1.250000000000000069e-02 1.000323149999999828e+00 -7.572678499999999646e-01 -6.434280649999999380e-01 9.937073350000000804e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.577213450000000194e+03 1.000167950000000028e+00 1.551954050000000154e-04 1.000323149999999828e+00 1.000012759999999945e+00
1.499999999999999944e-02 1.000422799999999945e+00 -9.699148549999999647e-01 -2.145507050000000082e-01 9.933613749999999909e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.576077449999999772e+03 1.000199700000000025e+00 2.230823450000000204e-04 1.000422799999999945e+00 9.999766199999999827e-01
1.750000000000000167e-02 1.000522199999999806e+00 -9.571490099999999668e-01 2.644504149999999942e-01 9.930096950000000255e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.574903599999999642e+03 1.000219050000000109e+00 3.031725149999999923e-04 1.000522199999999806e+00 9.999158599999999897e-01
2.000000000000000042e-02 1.000621399999999994e+00 -7.208756199999999392e-01 6.815580350000000065e-01 9.920599800000000634e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.573708950000000186e+03 1.000226000000000059e+00 3.954132000000000176e-04 1.000621399999999994e+00 9.998305699999999741e-01
